cutDirDeviation_mean,scaledRankScore
0.0036082058,6
0.0045458446,7
0.0042456216,7
0.0054158675,8
0.0032817586,4
0.0018163786,5
0.0014416088,5
0.0019003969,5
0.0019333732,5
0.002211125,3
0.0037066466,7
0.0046005393,5
0.0011649221,4
0.0031725648,5
0.0002930608,3
0.0032882667,7
0.0015646421,3
0.0011713315,5
0.0008529123,2
0.0016766317,5
0.002383947,6
0.0018839143,6
0.0025652922,6
0.0045010685,6
0.0037682685,7
0.003899598,5
0.002574054,6
0.0027198358,5
0.00083511847,3
0.003013128,7
0.0012276113,2
0.001283161,5
0.0022726278,4
0.00220029,4
0.0021730433,4
0.00016877952,3
0.0023261583,4
0.0025422066,2
0.0040183174,7
0.002144921,5
0.0036860774,5
0.0010546424,1
0.0036451868,6
0.0040400694,7
0.003923831,6
0.0023568342,4
0.003974994,6
0.0020729094,6
0.0018644329,3
0.0030404548,5
0.0008361187,3
0.0037309057,6
0.001901263,5
0.002433579,6
0.0022148485,6
0.0037332657,8
0.0038294676,7
0.0070263497,8
0.004666479,7
0.0060082315,10
0.0040073297,7
0.005070619,8
0.0022811214,8
0.0033461018,5
0.0015627105,4
0.0043062097,8
0.006182471,8
0.0020658555,6
0.0010436062,2
0.0060377955,8
0.00423219,9
0.004719678,7
0.0025404221,6
0.0004129369,3
0.0012944505,5
0.0021956596,3
0.0015653201,5
0.003782432,7
0.0018695254,5
0.0025228034,3
0.0026268172,6
0.0015231796,5
0.0037884968,7
0.0063006687,7
0.0067856363,9
0.0037629022,5
0.0039185504,8
0.0049355007,6
0.00011133368,4
0.0048476732,8
0.00379819,7
0.0046799476,5
0.0016479098,4
0.0031805816,6
0.0031220405,4
0.0024521942,6
0.0035777795,5
0.004508165,5
0.0025222837,4
0.0006860659,2
0.003125209,6
0.0028171162,7
0.0042612846,5
0.0022192332,6
0.0037317364,6
0.0041171904,6
0.005667852,8
0.0017712113,3
0.0020533628,6
0.0016776748,4
0.0018651333,6
0.003950806,7
0.0028006672,7
0.003144817,5
0.004527874,7
0.0025846655,7
0.004266865,7
0.0006670725,5
0.0024222652,5
0.0038406677,6
0.004146052,7
0.0035137846,7
0.002233665,6
0.0022839191,4
0.0013677791,6
0.0034858356,4
0.0044392436,7
0.0007086914,5
0.003350438,6
0.0015579589,2
0.0031369044,7
0.0019082107,6
0.003505427,5
0.0036549638,5
0.0060573122,9
0.00046598504,3
0.003741642,7
0.004051655,4
0.0024794913,3
-0.00018625183,2
0.003186596,6
0.005009677,6
0.0023493539,5
0.0035313214,5
0.003101315,5
0.005621386,6
0.00295875,5
0.003921551,7
0.0008434128,3
0.0022018827,4
0.004646472,7
0.004737777,7
0.0031580566,5
0.0028926372,5
0.0016807817,2
0.002084426,6
0.0013774034,4
0.0041975263,6
0.0015587244,4
0.0029077749,5
0.0031584925,6
0.0044216528,8
0.0047894414,7
0.005379652,8
0.0037944182,8
0.004683969,7
0.0035912949,8
0.0026075202,5
0.0042675785,6
0.0030463482,8
0.00237219,5
0.0033348124,6
0.00040445256,2
0.004083264,6
0.0047089956,7
0.0027737017,3
0.0012776736,5
0.0022610887,4
0.00141919,3
0.0025963145,5
0.0030838582,5
0.0028720158,4
0.0034413575,6
0.002044573,4
0.0021775602,5
0.0047751027,8
0.00076802226,3
0.004600601,7
0.002396842,4
0.0051751765,9
0.0007231176,5
0.0021121702,3
0.00709773,9
0.0025172862,7
0.004317296,8
0.0039428114,8
0.00037470425,4
0.002267565,4
0.0012939699,4
0.0051718946,9
0.0016294752,4
0.0038243546,8
0.0035614534,7
0.0032615266,6
0.0015411746,4
0.0043026092,6
0.0032375227,7
0.002103792,5
0.00390668,9
0.0019933297,6
0.0026226877,6
0.000757299,3
0.001429049,4
0.00185517,4
0.0015847344,3
0.0022444366,6
0.0044958717,8
0.002527678,5
0.0034138276,6
0.0030148043,6
0.0025375872,5
0.00077437575,3
0.0056383866,8
0.004765998,8
0.0033826898,4
0.0026796977,3
0.0024379394,4
0.0029770653,4
0.003835374,5
0.0021750233,3
0.003307262,7
0.0024381797,6
0.00256158,5
0.0035414132,7
0.0047329324,8
0.0035015657,8
0.0012255736,3
0.0067284512,9
0.0015362814,2
0.0012285184,6
0.0036850995,8
0.0066044736,7
0.0042401827,9
0.0033502146,7
0.004547739,6
0.0070033926,8
0.003234792,6
0.0038295682,8
0.00229755,7
0.0021346393,4
0.0038188244,8
0.0022001876,4
0.0050556916,5
0.004065828,9
0.0030442863,5
0.003102289,6
0.00030433724,3
0.0063789557,8
0.0075826473,8
0.0026564444,5
0.00504088,7
0.00096019695,4
0.0029029357,4
0.0024771034,5
0.0030859164,3
0.0020513213,5
0.000973038,3
0.0032069194,4
0.001578163,5
0.0018968001,6
0.0026756,4
0.0028020493,6
0.0044607925,4
0.005302766,7
0.0015857011,3
0.0062379404,9
0.0044324747,7
0.0023485604,4
0.005915025,8
0.0036275233,8
0.0027035582,5
0.0031395196,6
0.0011492219,3
0.0023432444,6
0.0031402572,5
0.0019546147,5
0.0012346912,5
0.004304632,7
0.0045833657,8
0.0021353955,4
0.0046330667,7
0.0016715206,2
0.0057101245,9
0.0023292727,4
0.00381308,7
0.0067398823,6
0.002856051,6
0.0037153824,7
0.003028776,5
0.0031408365,5
0.0050784606,7
0.0024591512,4
0.0024595293,5
0.0016159505,4
0.0022468395,5
0.0037496905,7
0.0073334123,7
0.0038267798,6
0.0024385,5
0.00094939175,2
0.0027591917,7
0.002645507,6
0.005910128,10
0.0047110613,7
0.0055047753,9
0.0017247066,3
0.0043452433,6
0.0064643524,6
0.0029669642,4
0.0030741817,6
0.004120575,8
0.003857059,5
0.0027473527,5
0.00040865655,2
0.0054450682,6
0.0038278415,6
0.0012177319,5
0.004758838,6
0.003736868,7
0.0051142178,7
0.001951778,4
0.0032114363,8
0.0030694394,6
0.0069587114,8
0.0022497396,3
0.0027129664,4
0.0028250846,5
0.0036746706,5
0.003556985,5
0.0064209844,8
0.0019328777,4
0.0039210836,7
0.003311494,6
-3.5079545e-05,3
0.003125548,6
0.002072414,3
0.0033558416,5
0.0046829297,9
0.002882633,4
0.0026779468,6
0.0060721,10
0.0035947855,7
0.0016926449,4
0.004273267,7
0.0039379573,6
0.004302479,5
0.003917215,5
0.003946693,7
0.0026819254,5
0.00609415,8
0.0037885378,8
0.0015739944,3
0.004473218,8
0.0041642464,8
0.0018919014,2
-0.0006119128,3
0.0020834762,3
0.001489896,5
0.0026791538,6
0.0044246926,6
0.0024726759,5
0.0053418237,6
0.0009185184,2
0.0019647195,3
0.0022335849,3
0.004902597,8
0.0022103856,2
0.0017346848,3
0.0023497916,5
0.0030022073,7
0.0033040526,3
0.00075831974,3
0.0013981663,6
0.005272606,7
0.0022607348,6
0.0025146413,5
0.0046196594,6
0.0018343717,3
0.0018101499,4
0.003905849,6
0.004030503,8
0.0020735874,3
0.0039419546,8
0.004326682,8
0.0063292044,8
0.0036121528,5
0.0054040323,8
0.003197217,7
0.0018049233,5
0.0018227712,4
0.0015401911,3
0.0022469345,3
0.004783423,6
0.0020037177,5
0.0025053616,5
0.0022173575,4
0.00023299048,5
0.0055390815,9
0.0031597256,5
0.0048167626,8
0.0047598737,7
0.001992758,4
0.004156928,8
0.0015957762,3
0.0014321707,4
0.0021461262,4
0.0017271858,2
0.0017678809,3
0.0018442791,5
0.0037343553,5
0.0016580444,5
0.0074576302,7
0.00469714,9
0.004535401,6
0.005231106,8
0.0013187636,5
0.0021560225,3
0.003102276,7
0.0035230997,6
0.0025148443,2
0.003357762,6
0.004058411,7
0.0011505462,3
0.005330603,8
0.0035127415,7
0.0038694101,8
0.004283413,6
0.004423292,8
0.0050589344,8
0.002867525,5
0.0037335153,8
0.0037692557,6
0.0013686527,6
0.0010995973,2
0.00508826,8
0.0017205585,4
0.0030467096,3
0.0019063257,3
0.0035858615,8
0.0030362266,6
0.006158035,9
0.0030814908,6
0.00092498737,4
0.002808887,5
0.003075737,7
0.0036623753,5
0.002951534,4
0.005305249,8
0.0035578567,6
0.0033647544,6
0.006485296,9
0.0042054444,8
0.0038476265,5
0.003773579,6
0.0030000429,4
0.0017425843,4
0.0014722921,4
0.003642663,6
0.0019157265,3
0.0037626917,5
0.0043875887,7
0.0039153784,7
0.0023192964,5
0.0031182333,6
0.0037086527,6
0.002235075,5
0.0033406909,7
0.004368707,8
0.002961434,7
0.003655098,8
0.0048978585,5
0.002929281,4
0.0023841537,5
0.005542557,8
0.0028884145,5
0.0015778799,4
0.0024366225,7
0.0031149941,5
0.0023544296,4
0.0029431335,7
0.00035711157,6
0.0018520613,6
0.0031269635,6
0.00489548,8
0.001742642,4
0.0031250133,6
0.0049705203,8
0.0024043838,6
0.0015037578,4
0.0020321286,5
0.00253527,5
0.002558244,5
0.0018288154,3
0.003409957,8
0.0011142396,5
0.0016958282,4
0.00275029,5
0.003368692,7
0.004186887,6
0.0039615086,8
0.0031489092,5
0.0018003654,5
0.0019686813,4
0.0031025852,5
0.0055491566,7
0.004091251,8
0.0013005562,3
0.0034084334,6
0.0041117533,7
0.00328372,7
0.0044456045,8
0.0047527864,8
0.0027418784,5
0.005877986,6
0.003678476,6
0.0026207953,7
0.0036817654,7
0.004755826,7
0.0032077949,6
0.003658324,7
0.0015801709,4
0.0032297927,7
0.00065352174,3
0.0045031807,7
0.005471043,8
0.0021746526,5
0.0029296367,3
0.0027815434,6
0.0016876213,4
0.0027969605,5
0.00089548307,5
0.0016569007,4
0.007925618,9
0.0051203645,9
0.0018256005,3
0.0033397241,6
0.00090599956,6
0.0009098515,2
0.002449972,4
0.0031262892,7
0.0035155355,7
0.0022413633,3
0.0037250048,6
0.002458138,4
0.0020484715,7
0.0039514746,6
0.004585707,7
0.005179865,8
0.0043674423,6
0.0045652217,8
0.003648193,6
0.0039469427,7
0.0020724921,6
0.0007705033,2
0.0007119939,4
0.0010574755,3
0.001954244,5
0.0037255469,6
0.0017376594,4
0.004423523,9
0.002625355,6
0.0017249432,3
0.001712903,5
0.0016003881,4
0.0013232116,6
0.0052090897,7
0.003814952,8
0.0012057122,3
2.598355e-05,3
0.0029282602,5
0.00405254,5
0.005318116,9
0.0014363412,5
0.0032701804,7
0.00055108,5
0.002734277,7
0.0057366523,7
0.0033043898,5
0.0035502273,4
0.0023762393,3
0.001089187,4
0.0020625587,3
0.0036373432,6
0.0014746633,3
0.0032821796,5
0.00343598,8
0.0032702922,4
0.004790935,8
0.004493711,7
0.003628287,5
0.0012872067,3
0.002853354,4
0.005015503,6
0.0043389197,7
0.0038356925,6
0.0047756634,6
0.0015716177,3
0.0009858996,4
0.0023950837,6
0.0036540027,6
0.0055233925,8
0.0049037295,8
0.0014951747,6
0.0050104517,8
0.004808161,6
-1.6680337e-05,2
0.0008234136,2
0.0057908627,8
0.004267884,6
0.0022714618,6
0.0032019927,7
0.0066444925,9
0.00648706,7
0.004109423,6
0.0046587023,7
0.0018885896,4
0.00041549618,2
0.0034972797,6
0.0038392856,7
0.0018684432,4
0.00074022973,5
0.0024003214,5
0.0026711556,5
0.0020024977,5
0.0013104823,5
0.0043113395,6
0.0046751196,6
0.005330033,8
0.0027868333,6
0.005762284,8
0.00025818276,3
0.0022292673,5
0.005252925,9
0.003977576,7
0.0031518522,4
0.0047680563,7
0.0022895108,4
0.001959694,4
0.0032230201,4
0.0023299917,5
0.0052844784,8
0.0012692582,3
0.00042678567,3
0.0015490759,5
0.003983646,7
0.0032961792,7
0.0011137422,4
0.004529673,7
0.0014636643,4
0.0019969116,6
0.0014379692,3
0.0029113884,5
0.0013049707,3
0.0026445384,6
0.0073373946,8
0.0037679593,6
0.0049247104,5
0.0022464688,5
0.0025890279,6
0.002763528,5
0.0012736559,3
0.0026273257,5
0.0022423505,5
0.00053268636,2
0.0032632868,3
0.0023541092,4
0.003831334,7
0.002731671,6
0.0041155885,6
0.0014130134,1
0.004688594,8
0.0047427504,8
0.004601612,8
0.0014526207,4
0.0034362967,8
0.00050947594,3
0.002676032,2
0.0029107365,8
0.003370456,8
0.002329539,3
0.0017534472,6
0.00381723,7
0.0028273738,6
0.0037829163,5
0.005952315,9
0.0009715237,3
0.0066807787,8
0.0012408994,5
0.0030981055,7
0.0031711957,6
0.0037526279,5
0.0013872363,2
0.0026999782,4
0.0014186088,5
0.0012743246,3
0.002005936,2
0.00461862,8
0.0016780939,3
0.0025438233,4
0.0016895436,4
0.0024234275,6
0.0065161358,8
0.0008876935,4
0.0021820902,4
0.002208346,5
-0.00015143526,3
0.0014305931,4
0.0030078138,6
0.0016305331,4
0.0041824016,6
0.0041245776,5
0.0022692787,4
0.0012413483,3
0.0014015433,4
0.0019302216,3
0.00471105,7
0.0025534327,4
0.003792345,6
0.003104623,7
0.0035254764,7
0.0026776954,6
0.0015710552,3
0.0014750432,5
0.0019917055,4
0.0005140413,2
0.002148246,4
0.0035398672,7
0.0039659976,6
0.002667326,5
0.0044298056,8
0.0044241953,8
0.0044022403,8
0.005197977,9
0.005965307,7
0.00028403068,3
0.003895463,7
0.0017896813,6
0.0025962903,6
2.608227e-05,2
0.0042138374,6
0.004132896,8
0.0003226638,5
0.0008797493,3
0.002439925,5
0.001360146,6
0.0061926837,8
0.0046928427,7
0.0038707382,4
0.005695987,10
0.003734955,5
0.004581205,8
0.0017500591,3
0.0022551785,5
0.0014906429,5
0.0030905618,6
0.0021600886,4
0.0032355054,4
0.0053955517,8
0.0041235327,6
0.003600636,6
0.0037639863,5
0.0044332254,7
0.00396404,5
0.002207914,5
0.0038292757,7
0.0030973195,6
0.003209501,5
0.003545986,5
0.002101529,4
0.0035113129,8
0.00037951546,3
0.0040810215,5
0.0081376005,8
0.00095612335,3
0.0015386954,4
0.0022677681,4
0.0027769036,4
0.005547968,8
0.003734087,5
0.0028811204,4
0.0047733276,9
0.0044222265,8
0.002667015,5
0.0021981983,5
0.0031997296,7
0.00095607305,3
0.004093054,7
0.0056131366,6
0.0019129697,4
0.00311817,6
0.0042082793,7
0.0049039493,7
0.0055982727,8
0.0026719882,6
0.0014065333,3
0.0025376636,5
0.0029737554,4
0.0031851619,4
0.0027620993,5
0.0045510526,5
0.0030293125,7
0.0008697357,2
0.0019279473,2
0.005589196,8
0.0053016315,8
0.0071269716,9
0.0024368442,2
0.0023462656,5
0.003967007,8
0.003810774,7
0.002776667,6
0.0024597603,4
0.0017951034,6
0.005064232,7
0.0049016583,8
0.0025788522,6
0.004775656,9
0.0068988833,8
0.0009529308,3
0.0029561254,5
0.0017660182,4
0.0050920746,8
0.0006318834,3
0.004517717,9
0.004662962,4
0.00277321,5
0.004957679,8
0.003264587,6
0.0010581609,7
0.00500597,8
0.0007034313,2
0.0028039436,6
0.0018966139,5
0.0042159255,7
0.003405861,6
0.0054022702,9
0.0027086786,5
0.0013296563,5
0.0050384863,8
0.0017653533,2
0.0023028362,5
0.003347469,6
0.00824243,9
0.0043298877,8
0.003020368,6
0.0022515333,4
0.005135394,8
0.0009416711,2
0.0022512055,2
0.0026564966,6
0.002704564,7
0.0033698077,5
0.002616705,5
0.004869837,7
0.0027795467,6
0.0046152505,8
0.00034431706,3
0.002709094,4
0.0012141705,4
0.0028227358,5
0.0035902723,7
0.0022975015,4
0.0016102247,2
0.000912232,4
0.0033897213,8
0.006188899,6
0.003930896,5
0.0019526553,3
0.00414898,8
0.0020824033,4
0.0005383637,4
0.00559541,6
0.00058584625,4
0.0019778046,4
0.004864817,8
0.002894429,5
0.003858158,5
0.0067444923,8
0.003106914,5
0.003194829,5
0.0036597266,6
0.005432024,6
0.0031690965,3
0.0031615882,6
0.0027732882,6
0.0032028048,6
0.004218682,5
0.0018511076,6
0.0037237774,6
0.0034588086,5
0.002964282,4
0.0033005937,6
0.0027035284,4
0.003934152,7
0.0015969943,6
0.0025029979,3
0.003917459,8
0.00331087,5
0.0026800814,3
0.0046657114,8
0.0054575517,8
0.001957472,3
0.0013651844,3
0.001804182,5
0.001014588,3
0.0023752912,3
0.0025258786,5
0.0039653922,7
0.0019786428,4
0.005486827,8
0.0027438696,5
0.0049441787,6
0.0024430337,4
0.0027173958,6
0.0019728108,6
0.0017397698,3
0.005800826,8
0.005336791,5
0.00062559696,4
0.0031191292,7
0.0018749532,3
0.0038793082,5
0.004605399,8
0.0036112065,7
0.0054163667,8
0.0015443988,3
0.0009581387,1
0.0053787655,6
0.0011432447,3
0.0033402606,8
0.003940332,5
0.0034627276,4
0.0017135531,3
0.004414124,7
0.00458987,9
0.000284813,4
0.0037741787,7
0.0007245239,5
0.003062924,5
0.00471048,8
0.0018278655,4
0.0022379248,5
0.0029553375,4
0.0028692982,3
0.0037525403,6
0.0040990724,5
0.0052011455,7
0.0013269611,3
0.0023133247,4
0.0036566681,8
0.003307465,5
0.0025061476,3
0.00018312561,2
0.003384206,5
0.003921391,4
0.0026746034,3
0.0044765617,10
0.0035001035,6
0.002025667,4
0.0015553009,3
0.0040590405,6
0.0022170912,4
0.0038652304,7
0.0018689834,4
0.0037017106,7
0.0029669455,4
0.00064633565,5
0.00081229734,4
0.0051106545,7
0.002886563,5
0.0018272769,6
0.006067313,6
0.002517033,3
0.0015692298,3
0.002002155,3
0.0050367317,7
0.0026773582,5
0.0012754254,5
0.0028126738,6
0.0040960233,7
0.0030380297,5
0.003022445,7
0.0027624532,4
0.0033348794,7
0.0016487926,5
0.0038659289,5
0.00082942436,2
0.0039110645,7
0.0015653853,2
0.0011559926,4
0.0016588696,4
0.004736449,7
