cutDirDeviation_mean,cutDirDeviation_std,cutDistanceToCenter_mean,cutDistanceToCenter_std,saberSpeed_mean,saberSpeed_std,cutAngle_mean,cutAngle_std
0.0012267117,1.0283344,-0.0050131367,1.0076513,-0.0003012714,0.9881196,0.004470998,0.9953198
0.0039314213,1.0309173,-0.004513739,1.0099093,-0.0012871526,0.98493314,0.006030245,1.0013171
0.00087279046,1.0269448,-0.004570304,1.0057098,-0.0005224414,0.9864843,0.0043860516,0.9963367
0.0034748404,1.0301296,-0.0042476975,1.0110826,-0.0021619403,0.98625994,0.0051755086,1.0023148
0.004692619,1.032094,-0.004007446,1.0128213,-0.0019613917,0.9853806,0.005908097,1.0043886
0.0018502303,1.0325044,-0.00437343,1.0115317,-0.0010810314,0.98740476,0.004004052,1.0037292
0.004210479,1.0297796,-0.00585649,1.0091509,-0.0016178364,0.98301613,0.0062366873,1.0015708
0.004819782,1.0352191,-0.0037585334,1.0154864,-0.0020230778,0.98827195,0.005561558,1.0099843
0.004686208,1.0349243,-0.0049676844,1.0136448,-0.002663947,0.98589694,0.0046745846,1.0074611
0.0041230596,1.0354333,-0.004144477,1.015374,-0.0029399085,0.98654586,0.0049698167,1.0083624
0.004518978,1.0351309,-0.0037789815,1.0131804,-0.0023573374,0.9899558,0.004272483,1.0058603
0.004277065,1.0302979,-0.004957749,1.008021,-0.0019073874,0.9830286,0.005206493,1.0008196
0.0012187954,1.0321171,-0.0048923516,1.0099443,0.00011351642,0.99139524,0.0051423064,1.0016829
0.00017482939,1.0290672,-0.004834468,1.0081189,0.0010271453,0.98815715,0.0042562103,0.9973671
0.0024228054,1.0327096,-0.0036636167,1.0145158,-0.0028407283,0.9870263,0.004755821,1.0070552
0.0020152885,1.0333139,-0.004520247,1.0107416,-0.0008804958,0.98996365,0.00543145,1.0007511
0.0013662014,1.028007,-0.004396359,1.0055737,-0.00077491504,0.98700345,0.0049117664,0.99506974
0.0028730272,1.0376323,-0.004677894,1.0175271,-0.0012239014,0.9903026,0.005056966,1.0088637
0.0018765699,1.0301092,-0.003596405,1.0080795,-0.00060865114,0.98924196,0.0038829353,0.9992423
0.0032750252,1.0309271,-0.004767435,1.0105627,-0.0016700887,0.98485047,0.006033129,1.0012343
0.0018497087,1.0320733,-0.005039072,1.0124822,-0.00024435826,0.988942,0.004803218,1.0034884
0.0041055433,1.0337969,-0.004144723,1.0152465,-0.0026077305,0.9865805,0.005082256,1.0074487
0.005244305,1.038459,-0.0042972476,1.0173879,-0.0034669575,0.98789966,0.005141029,1.011233
0.0005136073,1.0278162,-0.0037873932,1.0075368,-0.0008016775,0.9854593,0.003954999,0.99824554
0.0021539996,1.0267694,-0.0033249916,1.0062132,-0.0011260497,0.98714936,0.0048438176,0.99673593
0.0027956455,1.0345396,-0.004619787,1.012005,-0.0020018837,0.98674226,0.005236463,1.0040871
0.0036787721,1.0341433,-0.005556146,1.0138763,-0.0021025653,0.98633564,0.0048183072,1.0064011
0.0036818734,1.0283585,-0.0036213011,1.0085746,-0.0016739444,0.98569816,0.0051285545,1.0004039
0.0028172317,1.0326787,-0.0037185499,1.0118154,-0.0016690657,0.9855635,0.004482556,1.0048174
0.003912959,1.0336697,-0.0047890083,1.0141189,-0.001982792,0.98761,0.004816395,1.0071251
0.0010864508,1.0281527,-0.0041416013,1.0080268,0.00037239335,0.98834044,0.005132133,0.9953903
0.004712691,1.0320116,-0.0031390884,1.0127664,-0.0033104925,0.9841641,0.0050592697,1.0071049
0.00032188708,1.0310389,-0.004960081,1.0088985,0.00020483958,0.99052393,0.0053328043,0.9978427
0.0017266475,1.0312117,-0.0046440163,1.0091476,-0.00042674522,0.9905834,0.005290588,0.99960446
0.0016379539,1.0315865,-0.0042595738,1.0089804,-0.0011615047,0.9888737,0.00475561,1.0000018
0.006365878,1.038413,-0.004599782,1.0217862,-0.0054312753,0.98181474,0.0054194154,1.0176028
0.0037937607,1.0339956,-0.004470045,1.0153012,-0.002546089,0.986842,0.0050961697,1.0076948
0.0037459652,1.0390457,-0.0038549774,1.0190096,-0.0025678475,0.98930216,0.005017268,1.0122857
0.0037894933,1.0338832,-0.0054063858,1.0142539,-0.0025945946,0.988091,0.004167147,1.0083649
0.0037486698,1.0327934,-0.004788509,1.01261,-0.0008472304,0.98859847,0.005466581,1.0052662
0.000731995,1.0266935,-0.004280957,1.0048964,-0.0005004105,0.9857143,0.0032920614,0.99335074
0.004118563,1.036135,-0.0044387975,1.0143887,-0.00266979,0.98872674,0.005895756,1.0082031
0.0016533543,1.0349127,-0.0053865076,1.0128477,-0.00021062621,0.9928899,0.00572624,1.0036379
0.0051866225,1.0328764,-0.0037584328,1.011806,-0.0031924571,0.9855026,0.0053071147,1.0054624
0.003534499,1.0342319,-0.0040831366,1.0140824,-0.0024552906,0.984908,0.0054046465,1.006819
0.0012010724,1.0315506,-0.0064176233,1.0102513,0.0004359198,0.9907688,0.0047696494,1.0018756
0.0013898347,1.0361515,-0.004456947,1.0153543,-0.00057106157,0.99144316,0.004888821,1.0079355
0.0048784143,1.0368346,-0.0039905296,1.016084,-0.0020467963,0.98753566,0.005858388,1.0118195
0.004361225,1.0366973,-0.0038165213,1.0170739,-0.0015877091,0.98889947,0.005269816,1.0101687
0.0012254115,1.0271295,-0.005281678,1.0051486,-3.495223e-05,0.988148,0.0047722664,0.99356997
0.0034940518,1.0323312,-0.0035543577,1.0129491,-0.001864947,0.9878588,0.0048238374,1.0052073
0.002299381,1.0304854,-0.0038149455,1.0113081,-0.0008667444,0.9903259,0.004905767,1.0008026
0.004328299,1.0323884,-0.0045203925,1.0106969,-0.002144872,0.9853344,0.0045929966,1.0034614
0.0025460976,1.0278126,-0.0038589486,1.0071034,-0.0014349475,0.98583287,0.0046557323,0.9980897
0.0028101127,1.0311495,-0.0047196173,1.0099728,-0.001860255,0.9859388,0.005484628,1.0020291
0.0025868542,1.032121,-0.0038622306,1.0110917,-0.00084203127,0.9885679,0.005950408,1.0015899
0.0035714223,1.0310272,-0.004072389,1.0113846,-0.0023914303,0.986879,0.006095417,1.0037792
0.0025432627,1.0260189,-0.0058231154,1.0057513,-0.00024984655,0.985286,0.0045633223,0.9955567
0.0025836802,1.0304466,-0.0036633522,1.0091789,-0.00022118555,0.9895679,0.0053588785,1.0002627
0.00371669,1.0299288,-0.0032805228,1.008567,-0.0024700488,0.98762226,0.004947407,1.0002415
0.0030329092,1.038277,-0.004264409,1.0151998,-0.0017052806,0.992641,0.004334786,1.0093442
0.001595249,1.0346733,-0.0047939816,1.0127299,-0.00053202565,0.99013966,0.004590719,1.0059351
0.0045103687,1.034238,-0.0036464506,1.0164454,-0.0020609314,0.98530585,0.00615416,1.010116
0.005271062,1.0330007,-0.004272374,1.0127534,-0.0022440723,0.9841113,0.005428349,1.00711
0.0032220348,1.0266274,-0.004876344,1.0067809,-0.0002499937,0.98623085,0.0048029344,0.9972886
0.0032890788,1.0291431,-0.0046375156,1.0091363,-0.0023757734,0.98235106,0.0055028223,1.0026146
0.0027716416,1.0294219,-0.005093599,1.0073425,-0.00058860955,0.98686826,0.0044913236,0.9995665
0.0028426326,1.0315896,-0.004687945,1.0106583,-0.0005513087,0.98786235,0.0036600693,1.0024784
0.002691993,1.030066,-0.003924208,1.0082692,-0.0016481826,0.9885596,0.004151838,0.99997455
0.003128355,1.0318068,-0.004481672,1.0120447,-0.0015663259,0.9889139,0.0045496225,1.0042086
0.0018263493,1.0357342,-0.0052553625,1.0141215,-0.0005945374,0.9925147,0.0055451347,1.003814
0.0031946427,1.0319118,-0.004551197,1.0126007,-0.0022465445,0.9855795,0.0042162077,1.0040596
0.0019419711,1.0243502,-0.004318586,1.0043418,-0.0009310657,0.9851263,0.004649412,0.9930631
0.0027562785,1.0333809,-0.0037016594,1.0150298,-0.0010450525,0.9902065,0.00540782,1.0064327
0.0029476765,1.0332805,-0.0044850023,1.0139475,-0.0013788069,0.98760045,0.004905418,1.0037677
0.004089271,1.0245283,-0.0041532316,1.0051446,-0.0025137675,0.9802934,0.0049331454,0.9975489
0.004692772,1.0342007,-0.003720297,1.0152216,-0.0034327693,0.9877433,0.00726594,1.0096279
0.0019756793,1.033388,-0.004625859,1.012788,-0.0010962804,0.98818356,0.004515214,1.004565
0.0044706627,1.0306488,-0.003275475,1.0129155,-0.0022633437,0.98734725,0.004769654,1.0053798
0.002615496,1.0344535,-0.0058345,1.014983,-0.0012915508,0.9886432,0.0054320605,1.0073898
0.003531923,1.0312676,-0.0038429224,1.0120065,-0.0014565341,0.9859055,0.0042295125,1.0053235
0.003341557,1.0317411,-0.0034509362,1.0124623,-0.002159417,0.98853207,0.0048232884,1.0039836
0.002095874,1.0276557,-0.004301267,1.0043656,-0.00032392162,0.9867139,0.005492526,0.99543643
0.0038026902,1.0343223,-0.004872246,1.0134419,-0.002829402,0.9886053,0.0052008717,1.006801
0.0043052114,1.0325934,-0.005018594,1.0124543,-0.002523327,0.9853919,0.004537715,1.0049226
0.0030003148,1.0319427,-0.004741276,1.011801,-0.0016464317,0.9871067,0.005147094,1.0039365
0.002909535,1.0320617,-0.0041427077,1.0102545,-0.0022336647,0.98645705,0.0043617333,1.0029159
0.0033366415,1.0311021,-0.005262314,1.0092239,-0.0006512135,0.9872557,0.0062403097,1.0000122
0.0028290874,1.0308604,-0.0041793124,1.009483,-0.0012344146,0.98778534,0.0047633005,1.0018847
0.004586104,1.0361679,-0.005507088,1.0136328,-0.0032200802,0.98612994,0.0039985967,1.0083674
0.00050342793,1.0325966,-0.0043608756,1.0121645,0.000384135,0.9920984,0.005051715,1.0007586
0.0054381876,1.0345498,-0.003494373,1.0131105,-0.0035924206,0.98528934,0.0052143214,1.0082858
0.0019491591,1.0221105,-0.0037960694,1.0030333,-0.0009403645,0.98304427,0.0048026564,0.9937657
0.0031323615,1.0340055,-0.0038365596,1.0144547,-0.002148961,0.98670566,0.005933088,1.0060226
0.0027429103,1.0309446,-0.005069303,1.0111424,-0.0023261814,0.9849206,0.004927144,1.0019236
0.004300223,1.031239,-0.004832706,1.0097321,-0.001885689,0.98434293,0.005443545,1.003488
0.0022127773,1.0324779,-0.0049356767,1.0114628,-0.0018763096,0.98910415,0.0048555443,1.0038196
0.0013073586,1.0326965,-0.005271765,1.0112025,0.00015744365,0.98973,0.0045488323,1.0023137
0.0015031319,1.033169,-0.004898133,1.0126731,-0.0014923575,0.9907626,0.004205823,1.0031848
0.0018372048,1.03696,-0.0051916153,1.0143217,-0.00058128935,0.9940704,0.0041579977,1.0045894
0.006105566,1.0367192,-0.0037293197,1.0176609,-0.0050059417,0.98166794,0.005774361,1.0128514
0.0040245554,1.0340246,-0.0046704956,1.0130855,-0.0028825107,0.9833878,0.0057920683,1.0066204
0.00035093317,1.0323007,-0.0037589953,1.0112947,-0.0004381623,0.9900222,0.004963194,0.9990234
0.0031765061,1.034864,-0.004578328,1.0159374,-0.0019769312,0.98765445,0.004688425,1.0071137
0.003421336,1.0359251,-0.0039010555,1.0179076,-0.0017758181,0.99071467,0.0041267304,1.0097638
0.002252705,1.0377848,-0.003542161,1.0177,-0.0014927472,0.99325037,0.0051804692,1.0097243
0.0016735677,1.0310442,-0.004189363,1.0086689,-0.0006874783,0.98940784,0.0042454335,0.9997914
0.001150943,1.0296347,-0.005187834,1.0083348,0.00032310822,0.9899271,0.0048907194,0.9967485
0.0026198416,1.0262896,-0.0036543445,1.0057218,-0.0020326597,0.98369336,0.0050745355,0.99813306
0.002708144,1.0330151,-0.004692326,1.0129167,-0.00067528867,0.9902431,0.005241829,1.0022336
0.0028242744,1.0291609,-0.005168265,1.0072724,-0.0010198873,0.98786247,0.0048566097,0.9994341
0.0035966723,1.0337064,-0.0037066774,1.0156908,-0.0021696913,0.985132,0.005502368,1.0065256
0.0046223435,1.0352116,-0.0053284415,1.0145074,-0.0024771595,0.9864017,0.0047535105,1.0081571
0.0032228432,1.0321414,-0.0036534877,1.0140991,-0.0027673298,0.9856126,0.004714447,1.0059026
0.0017921511,1.026427,-0.0048747533,1.0043864,-0.00024282995,0.9871083,0.00542629,0.9955516
0.005559051,1.0354477,-0.0043548443,1.0154312,-0.0027265658,0.9851958,0.0058356947,1.008906
0.0044832597,1.0346599,-0.0038554058,1.013582,-0.0035865095,0.9865494,0.00672613,1.0087177
0.0015139427,1.0301836,-0.005659709,1.0088028,-0.0014568024,0.98825914,0.0042163664,0.9993738
0.003331426,1.0324497,-0.0043567927,1.0128322,-0.0026525117,0.98808575,0.005407566,1.0048143
0.0014706325,1.0249157,-0.0032511787,1.0038834,-0.0005216996,0.9864123,0.00492806,0.9948011
0.005026381,1.0415771,-0.0049311765,1.023592,-0.003933803,0.9874455,0.005903679,1.0190029
0.0054772845,1.0373861,-0.0037026987,1.0175171,-0.0038590867,0.98439944,0.005964663,1.0129724
0.00422503,1.0363578,-0.004429369,1.0150393,-0.002388131,0.9885534,0.005187305,1.01069
0.0023849062,1.0281367,-0.0047564157,1.0077165,-0.0004956212,0.98766345,0.0035495372,0.99937016
0.004524454,1.0399421,-0.0033875206,1.0223658,-0.004620622,0.98709023,0.0037720744,1.0162634
0.004504341,1.0336725,-0.004205516,1.0124257,-0.0028071564,0.98613346,0.0049444353,1.004102
0.0048068776,1.0316368,-0.0042176344,1.0129293,-0.0024159283,0.98332214,0.004362699,1.0076063
0.0019130294,1.0308536,-0.0046320693,1.0094984,-0.0005622531,0.9880843,0.0054435134,1.0008993
0.004047233,1.0280654,-0.003061349,1.0089426,-0.0019616697,0.98623693,0.0060717897,1.0009356
0.003204537,1.0325184,-0.004797681,1.0116612,-0.0015619044,0.98804903,0.005225358,1.0032239
0.00028169493,1.0257739,-0.0050134906,1.0051391,0.00076046056,0.9872461,0.0050757634,0.99448407
0.003017237,1.0257509,-0.0044091702,1.0047898,-0.0014340469,0.9844083,0.004453047,0.99571973
0.0036272309,1.0372679,-0.0050049373,1.0168347,-0.002611248,0.98718303,0.0057635205,1.0107874
0.003937056,1.0309154,-0.0048007504,1.0087044,-0.0018540478,0.9835495,0.0044976603,1.0012181
0.0018573717,1.0286691,-0.0050562792,1.0082563,-0.00066675636,0.9876221,0.005185191,0.9983508
0.004226373,1.0352776,-0.0046474286,1.016872,-0.002667492,0.98696965,0.005608443,1.009695
0.0033600642,1.035434,-0.0038028792,1.0163678,-0.0021664558,0.9852359,0.005190916,1.0098095
0.0040006055,1.0262033,-0.0039312043,1.006592,-0.0020625198,0.98410034,0.0050638625,0.9989424
0.00092945585,1.0289923,-0.0045790956,1.008647,-0.0003194997,0.98793995,0.004505604,0.99774265
0.0028944868,1.0327739,-0.0050529637,1.0120971,-0.0012343215,0.99044526,0.0063892435,1.0021052
0.0040040235,1.036318,-0.0035644793,1.0152696,-0.001456305,0.99000496,0.005312666,1.0072987
0.0014398188,1.0305151,-0.0035364763,1.0102293,-0.00039658014,0.990821,0.005172413,1.0007674
0.0046296134,1.0354366,-0.004256061,1.0146606,-0.0010783077,0.98764825,0.005197216,1.0066053
0.0025737877,1.032625,-0.005013837,1.0093513,-0.0019691552,0.98678553,0.0039890273,1.0020283
0.001835588,1.035594,-0.004712871,1.0143291,-0.0012645797,0.99283755,0.004708901,1.0053802
0.0031960472,1.0307673,-0.004358629,1.0089033,-0.0014965573,0.9861884,0.0048443624,0.9998314
0.0013904065,1.0301484,-0.0044595436,1.009793,-0.0010031156,0.98956746,0.004896829,1.0014993
0.0026808935,1.033627,-0.0041788393,1.0123954,-0.0010917821,0.9864423,0.004009936,1.0051285
0.0014729012,1.034503,-0.0048489184,1.0113926,-0.00016254016,0.9902959,0.0055020982,1.0035704
0.0023351382,1.0327458,-0.003809961,1.0126891,-0.0013213899,0.9881094,0.0040523037,1.0052245
0.002198934,1.0295233,-0.004501792,1.0090022,-0.0016844819,0.9858978,0.004621864,1.0007503
0.004917111,1.0336174,-0.004791795,1.0134354,-0.0030089437,0.98661673,0.005190584,1.0065924
0.006407156,1.035041,-0.0035186508,1.0182645,-0.0040392913,0.98307467,0.0049675494,1.014003
0.0021263207,1.0302689,-0.004491745,1.0101784,-0.0007479812,0.9864927,0.0045522656,1.0024658
0.006404863,1.0346174,-0.004336132,1.015416,-0.0035682034,0.98437655,0.005017288,1.009057
0.0016993728,1.0329235,-0.0033377097,1.0126512,-0.0012713774,0.989871,0.004633174,1.0050105
0.0016351879,1.0324817,-0.0047367723,1.0140674,-0.0003070479,0.98891234,0.005139205,1.0035597
0.0047063264,1.03431,-0.0045209476,1.0153587,-0.0013024491,0.98826814,0.005066549,1.0077049
0.0018108241,1.0356176,-0.0041939714,1.0147274,-0.0016139658,0.9899509,0.0036902614,1.0061355
0.00445489,1.0357054,-0.0037961775,1.0162461,-0.0017772039,0.9875231,0.006079668,1.0090678
0.005602866,1.0364426,-0.0043728375,1.0154833,-0.0032397204,0.9862679,0.0049923514,1.0118067
0.006038222,1.0406044,-0.0043883384,1.0200515,-0.0043363553,0.9869354,0.0049337926,1.0152376
0.0038174852,1.0333164,-0.004458415,1.0132886,-0.0031077333,0.9842218,0.0041803326,1.0060599
0.0054870932,1.0354555,-0.0033412636,1.0147871,-0.0025661092,0.9862659,0.0053312057,1.0097604
0.0046821306,1.0362087,-0.004771831,1.0160581,-0.0023308217,0.989118,0.0047028386,1.0085671
0.0014689394,1.0241954,-0.0047806115,1.0018605,0.00072035316,0.98452115,0.004290562,0.991229
0.0054398696,1.0311726,-0.0029502497,1.0109686,-0.0022132166,0.9834735,0.0052580573,1.0052309
0.0046952176,1.029311,-0.0035389536,1.0084279,-0.0022309825,0.9831654,0.004012332,1.0026767
0.0010844782,1.0298802,-0.004119283,1.009741,-0.00081768184,0.98964596,0.005076571,0.99911356
0.0054670624,1.0310286,-0.0029174858,1.0113759,-0.003326716,0.9833983,0.005314609,1.0055301
0.0022405083,1.0350504,-0.0041886666,1.0143652,-0.00093039934,0.9883724,0.005044155,1.0054572
0.0026227063,1.0320686,-0.0038391263,1.0110732,-0.0014834331,0.9891536,0.0053524626,1.0036587
0.0034565064,1.0306225,-0.0050150924,1.0107777,-0.0013994906,0.9845304,0.0049889395,1.0002711
0.0034219525,1.0347161,-0.004157471,1.0161154,-0.0023382895,0.9871334,0.0044443775,1.0102973
0.0023215427,1.0329487,-0.0053533413,1.0115801,1.5371319e-05,0.9907434,0.004733308,1.0023432
0.0018570289,1.0300127,-0.004893145,1.0091165,-0.0010061191,0.98862237,0.0037048557,0.99982655
0.0046588997,1.034706,-0.0031699487,1.0149819,-0.003102395,0.98763716,0.0054966733,1.0080055
0.0028079613,1.0292733,-0.0038935603,1.009113,-0.0008067984,0.98591816,0.0063110352,1.001276
0.0026991288,1.0365019,-0.0036356584,1.0165044,-0.0013399787,0.9892732,0.005983692,1.0111766
0.0005638242,1.0303794,-0.0045380243,1.0094507,0.00019310073,0.99014497,0.005315545,0.99928826
0.00211106,1.0297202,-0.0036612474,1.0097548,-0.0015151381,0.987272,0.0042353515,1.0011317
0.0020966358,1.0308219,-0.0048537687,1.0106918,-0.00039717247,0.9865861,0.00496761,1.0004668
0.0036973073,1.0335304,-0.0039859624,1.0134891,-0.0028513775,0.98620844,0.0057496266,1.0055864
0.002483727,1.0327779,-0.004099066,1.0138947,-0.0022953453,0.9882352,0.006253189,1.0075681
0.0019487437,1.0304643,-0.004099211,1.0094177,-0.0022110033,0.99006367,0.005393511,1.0016929
0.0051956973,1.0386326,-0.0033961334,1.0196251,-0.0034143399,0.9895167,0.0055093663,1.0164537
0.003928849,1.0367626,-0.004884931,1.0166634,-0.0032734277,0.9849536,0.005530463,1.0102006
0.0044491864,1.0324993,-0.0048879185,1.0114962,-0.0019255892,0.9896591,0.0052055074,1.0039235
0.0014403384,1.0303836,-0.0046628215,1.0093995,-0.00014919804,0.987913,0.0051478376,1.0006187
0.0029392927,1.0314724,-0.0039544837,1.0127395,-0.0010009884,0.98605627,0.0052567534,1.0044478
0.0022623236,1.0344994,-0.004804297,1.0129833,-0.0013370394,0.9901115,0.0046208748,1.004023
0.0021738145,1.0190048,-0.005601047,0.9984917,-0.0010597851,0.97964287,0.003971185,0.9880932
0.004029739,1.0313174,-0.0046804124,1.010759,-0.0011990286,0.985776,0.0060302494,1.0009643
0.00532332,1.0377562,-0.0033666329,1.0184605,-0.0036561426,0.98488337,0.0047158883,1.0129721
0.005383804,1.0346096,-0.004423613,1.0149933,-0.0033364843,0.98663366,0.006441486,1.0111663
0.0025808602,1.036078,-0.0046336674,1.0132699,-0.001106931,0.9908351,0.004561124,1.0060086
0.004315845,1.0355817,-0.0038724379,1.0154763,-0.002418731,0.98654044,0.0051333,1.010433
0.0014847402,1.0354011,-0.0050387853,1.0129039,-0.00012928077,0.9923416,0.0046454025,1.0060881
0.0034826505,1.0300509,-0.0051809573,1.0068632,-0.0012281664,0.9878732,0.004744818,0.9972077
0.0025441307,1.0349361,-0.0045019262,1.0136888,-0.0022753987,0.98953557,0.004129848,1.005003
0.0040501948,1.0332024,-0.0027632252,1.0148038,-0.0023796398,0.98738045,0.0037945393,1.0073915
0.004311399,1.0361055,-0.0040562735,1.0150687,-0.0017744215,0.9872347,0.0051802453,1.0078231
0.0044130976,1.031378,-0.004950213,1.008467,-0.0023165515,0.9852079,0.005627699,1.0038342
0.007940184,1.0336672,-0.0033226297,1.0136421,-0.0045537213,0.98178756,0.00575349,1.0111662
0.004957722,1.0362782,-0.0047906884,1.0166926,-0.0028753916,0.9850372,0.0045895497,1.0115907
0.0026509757,1.0303386,-0.0028153197,1.0105294,-0.001094117,0.9879884,0.0053582434,1.0014945
0.0012051404,1.0267514,-0.0041109384,1.0060278,-0.00088247954,0.9870584,0.004387142,0.996444
0.0038538869,1.035009,-0.0033233115,1.0150034,-0.0024094365,0.98945403,0.0054488066,1.0084686
0.0015247386,1.0343528,-0.0040345774,1.012992,-0.0012228667,0.9930543,0.005183994,1.0043579
0.006740469,1.03907,-0.005065123,1.019157,-0.0043163965,0.981683,0.0047291266,1.0162693
0.004306426,1.0330815,-0.00473653,1.0126309,-0.0020158452,0.987834,0.0052553588,1.0069833
0.0025541163,1.0310669,-0.0044499175,1.0081444,-0.0014664169,0.9896879,0.0059245527,1.0009264
0.0042271144,1.0330375,-0.0036404678,1.0130538,-0.0024662523,0.98586476,0.005290669,1.0076145
0.003857383,1.032253,-0.0047181943,1.0113716,-0.0038049135,0.9841892,0.005426259,1.0050184
0.0072906553,1.0349689,-0.0042104186,1.0154313,-0.0036608565,0.9829323,0.006770932,1.0115476
0.0036658845,1.027206,-0.0038852976,1.0070587,-0.0022504225,0.9824197,0.0045040725,0.99767494
0.0034101992,1.0327108,-0.004461451,1.0135508,-0.0018929216,0.9861878,0.0047094985,1.006347
0.0030012126,1.0282586,-0.0037496113,1.009021,-0.0012691227,0.9865086,0.004502334,1.0010211
0.004906665,1.031852,-0.0045642504,1.0149045,-0.0028037278,0.9809515,0.0063224817,1.0061077
0.0033079064,1.0351568,-0.0036169016,1.0146561,-0.00096916006,0.9899037,0.0050979974,1.007025
0.0011139676,1.0294375,-0.004144645,1.0077394,-0.0015127553,0.9898425,0.0044279182,0.9974811
0.0018301323,1.0282042,-0.00418439,1.0075738,-0.00043084443,0.9871384,0.0050045573,0.9981475
0.0069607864,1.033753,-0.004710669,1.0141782,-0.0033800562,0.98331535,0.00451888,1.009021
0.004152925,1.0297029,-0.0029080794,1.0096364,-0.0026634245,0.9822846,0.0049397573,1.002269
0.005227286,1.0369177,-0.0039181993,1.017349,-0.003465736,0.9873834,0.0054358304,1.0139956
0.003911869,1.0360446,-0.0036927112,1.0172094,-0.0025677595,0.9866732,0.0058290185,1.0122102
0.0042814813,1.0299172,-0.0049861395,1.0110147,-0.00248756,0.9808277,0.005684782,1.0024517
0.0021163556,1.0311952,-0.004757269,1.0125293,-0.0016458725,0.98719996,0.0050247433,1.0037922
0.005126459,1.0359296,-0.0032587894,1.0144091,-0.0028347333,0.9869236,0.005086549,1.0109665
0.0037576105,1.0339835,-0.004506415,1.0152721,-0.0025571731,0.9848913,0.004513574,1.0087705
0.0020968053,1.0300782,-0.0042413385,1.0082021,-0.0011087145,0.98913455,0.004897846,0.99854606
0.0037544533,1.0362035,-0.0046889954,1.0168402,-0.0021282032,0.99069166,0.004452164,1.0087322
0.0022828798,1.0303696,-0.0045271018,1.0097264,-0.0008285089,0.9897795,0.0056846403,1.0011032
0.0033286917,1.0314457,-0.0035358504,1.0113425,-0.0010364536,0.98502433,0.005929102,1.0034682
0.0025482378,1.0377544,-0.005199267,1.0159749,-0.00089823845,0.9936041,0.0049065026,1.0084734
0.00484555,1.0345817,-0.0041436986,1.0147117,-0.0029673509,0.98684555,0.0053930297,1.0079889
0.00027082826,1.0327476,-0.0043293783,1.0107107,-0.000965493,0.99023783,0.005963804,1.0005766
0.0041694394,1.0315291,-0.0041277804,1.0117508,-0.0025709218,0.9840086,0.005290835,1.0052607
0.0022370717,1.0308938,-0.0034902827,1.0104672,-0.0018846198,0.98832834,0.0050492836,1.0012985
0.0046245786,1.0365785,-0.0037379512,1.0143564,-0.0034138968,0.9861425,0.0053726602,1.011101
0.0034109852,1.0351846,-0.004510908,1.0139343,-0.0022728264,0.98972046,0.004937266,1.0065315
0.002058351,1.0350507,-0.004675603,1.0152436,-0.0015709234,0.9907926,0.0039499216,1.005955
0.0041344124,1.0364352,-0.005219145,1.0152938,-0.0010818449,0.9890604,0.0061295796,1.0084424
0.0040050554,1.0341827,-0.0035450258,1.0155306,-0.0022733759,0.9858347,0.004478472,1.0100919
-0.0006315488,1.0276694,-0.0054519386,1.0058597,0.00027004798,0.98932135,0.0041569252,0.9966457
0.005728209,1.0352923,-0.004476326,1.01495,-0.0038105843,0.98464817,0.005045012,1.0110419
0.0038019079,1.0317423,-0.0030982816,1.0104809,-0.002514419,0.9859698,0.005724754,1.0040803
0.002827616,1.0329474,-0.0039842227,1.0115867,-0.0017736891,0.9915141,0.0046912204,1.0041338
0.0024680584,1.0317224,-0.0027840347,1.0121176,-0.0020633584,0.9889387,0.0044443896,1.0036399
0.0047010514,1.0363301,-0.003779313,1.0175344,-0.0027352583,0.98628557,0.0045696106,1.0107133
0.0021888944,1.0311531,-0.003765537,1.0114305,-0.0016513203,0.9879832,0.0042406768,1.003962
0.0030375398,1.0397788,-0.0043262714,1.0207171,-0.0032786212,0.9905249,0.004744482,1.0155258
0.0012109574,1.0332946,-0.0043536113,1.0124955,-0.00036886864,0.9878324,0.004515319,1.0051746
0.0028913445,1.0314912,-0.0054776915,1.0101308,-0.0009737203,0.98822266,0.0048523787,1.0024109
0.0025976184,1.0314883,-0.0051041753,1.0097727,-0.0014736165,0.9864541,0.003955177,0.999928
0.0026018037,1.0315877,-0.0033543617,1.0108689,-0.0015143153,0.9888526,0.0047422526,1.00253
0.0015615799,1.0335765,-0.0045334646,1.0123738,-0.00064817833,0.9892122,0.005629874,1.0032631
0.0026562898,1.0264004,-0.002677428,1.0047287,-0.001599651,0.9851252,0.004604808,0.9974507
0.0041484977,1.0293785,-0.0049353675,1.0091438,-0.0026105323,0.98306084,0.0048015816,1.001376
0.0063583176,1.033183,-0.004136155,1.0161934,-0.0040469724,0.9811666,0.006745221,1.011921
0.0031412053,1.0357046,-0.005525122,1.0135139,-0.002058135,0.98638964,0.0053509995,1.0085311
0.002925211,1.033716,-0.004542763,1.0108144,-0.0019802775,0.98596394,0.004208204,1.0030998
0.0041454486,1.0369569,-0.0046820105,1.0170336,-0.0021828802,0.9879513,0.0055304617,1.0106566
0.0047304328,1.0378777,-0.00563282,1.0149918,-0.0020709953,0.98796,0.0055762776,1.0076505
0.0043126005,1.0348425,-0.0037865401,1.0125532,-0.0036481575,0.98343205,0.004361819,1.0074337
0.0051594577,1.0363187,-0.0026789182,1.0163028,-0.003284801,0.98826385,0.0042348085,1.0104909
